"","country","siffra","cowcode","ccode_qog","year","fhadd","revpol2","fhpol","ifhpol","regime1ny","regime1nyrobust","regimeny","regimenyrobust","mon","monrobust","mil","milrobust","mul","mulrobust","onep","oneprobust","nop","noprobust","partsz","partsz1","yrindep","yrterm","regstart","regstartrobust","lagregime1ny","lagregime1nyrobust","lagregimeny","lagregimenyrobust","regnumb1ny","regnumb1nyrobust","regnumbny2","regnumbny2robust","totdur1ny","totdur1nyrobust","totdurny2","totdurny2robust","persagg1ny","persagg1nyrobust","persaggny2","persaggny2robust","tenure1ny","tenure1nyrobust","tenureny2","tenureny2robust","chaexerv"
"1","Afghanistan",1,700,4,1972,4.16666650772095,1.5,2.83333325386047,2.83333325386047,"Monarchy",1,"no-party monarchy",23,1,1,0,0,0,0,0,0,1,1,NA,NA,1919,2005,1965,1965,"Monarchy",NA,"no-party monarchy",NA,1,1,1,1,8,8,8,8,0,0,0,0,1,1,1,1,0
"2","Afghanistan",1,700,4,1973,0.833333313465118,1.5,1.16666662693024,1.16666662693024,"Military",2,"military trad",4,0,0,1,1,0,0,0,0,0,0,NA,NA,1919,2010,NA,NA,"Monarchy","Monarchy","no-party monarchy","23",2,2,2,2,5,5,5,5,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,5,5,5,5,1
"3","Afghanistan",1,700,4,1974,0.833333313465118,1.5,1.16666662693024,1.16666662693024,"Military",2,"military trad",4,0,0,1,1,0,0,0,0,0,0,NA,NA,1919,2010,NA,NA,"Monarchy","Monarchy","no-party monarchy","23",2,2,2,2,5,5,5,5,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,5,5,5,5,0
"4","Afghanistan",1,700,4,1975,0.833333313465118,1.5,1.16666662693024,1.16666662693024,"Military",2,"military trad",4,0,0,1,1,0,0,0,0,0,0,NA,NA,1919,2010,NA,NA,"Monarchy","Monarchy","no-party monarchy","23",2,2,2,2,5,5,5,5,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,5,5,5,5,0
"5","Afghanistan",1,700,4,1976,0.833333313465118,1.5,1.16666662693024,1.16666662693024,"Military",2,"military trad",4,0,0,1,1,0,0,0,0,0,0,NA,NA,1919,2010,NA,NA,"Monarchy","Monarchy","no-party monarchy","23",2,2,2,2,5,5,5,5,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,5,5,5,5,0
"6","Afghanistan",1,700,4,1977,1.66666662693024,1.5,1.58333325386047,1.58333325386047,"Military",2,"military trad",4,0,0,1,1,0,0,0,0,0,0,NA,NA,1919,2010,NA,NA,"Monarchy","Monarchy","no-party monarchy","23",2,2,2,2,5,5,5,5,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,5,5,5,5,0
"7","Afghanistan",1,700,4,1978,0,5,2.5,2.5,"Other",99,"civil war",19,0,0,0,0,0,0,0,0,0,0,NA,NA,1919,2010,NA,NA,"Military","Military","military trad","4",3,3,3,3,26,26,1,1,0.307692319154739,0.307692319154739,1,1,3.24999976158142,3.24999976158142,1,1,1
"8","Afghanistan",1,700,4,1979,0,NA,NA,0.264271467924118,"Other",99,"occupation",20,0,0,0,0,0,0,0,0,0,0,NA,NA,1919,2010,NA,NA,"Military","Military","civil war","19",3,3,4,4,26,26,11,11,0.307692319154739,0.307692319154739,0.454545468091965,0.454545468091965,3.24999976158142,3.24999976158142,2.20000004768372,2.20000004768372,2
"9","Afghanistan",1,700,4,1980,0,NA,NA,0.264271467924118,"Other",99,"occupation",20,0,0,0,0,0,0,0,0,0,0,1,1,1919,2010,NA,NA,"Military","Military","civil war","19",3,3,4,4,26,26,11,11,0.307692319154739,0.307692319154739,0.454545468091965,0.454545468091965,3.24999976158142,3.24999976158142,2.20000004768372,2.20000004768372,0
"10","Afghanistan",1,700,4,1981,0,NA,NA,0.264271467924118,"Other",99,"occupation",20,0,0,0,0,0,0,0,0,0,0,1,1,1919,2010,NA,NA,"Military","Military","civil war","19",3,3,4,4,26,26,11,11,0.307692319154739,0.307692319154739,0.454545468091965,0.454545468091965,3.24999976158142,3.24999976158142,2.20000004768372,2.20000004768372,0
"11","Afghanistan",1,700,4,1982,0,NA,NA,0.264271467924118,"Other",99,"occupation",20,0,0,0,0,0,0,0,0,0,0,1,1,1919,2010,NA,NA,"Military","Military","civil war","19",3,3,4,4,26,26,11,11,0.307692319154739,0.307692319154739,0.454545468091965,0.454545468091965,3.24999976158142,3.24999976158142,2.20000004768372,2.20000004768372,0
"12","Afghanistan",1,700,4,1983,0,NA,NA,0.264271467924118,"Other",99,"occupation",20,0,0,0,0,0,0,0,0,0,0,1,1,1919,2010,NA,NA,"Military","Military","civil war","19",3,3,4,4,26,26,11,11,0.307692319154739,0.307692319154739,0.454545468091965,0.454545468091965,3.24999976158142,3.24999976158142,2.20000004768372,2.20000004768372,0
"13","Afghanistan",1,700,4,1984,0,NA,NA,0.264271467924118,"Other",99,"occupation",20,0,0,0,0,0,0,0,0,0,0,1,1,1919,2010,NA,NA,"Military","Military","civil war","19",3,3,4,4,26,26,11,11,0.307692319154739,0.307692319154739,0.454545468091965,0.454545468091965,3.24999976158142,3.24999976158142,2.20000004768372,2.20000004768372,0
"14","Afghanistan",1,700,4,1985,0,NA,NA,0.264271467924118,"Other",99,"occupation",20,0,0,0,0,0,0,0,0,0,0,1,1,1919,2010,NA,NA,"Military","Military","civil war","19",3,3,4,4,26,26,11,11,0.307692319154739,0.307692319154739,0.454545468091965,0.454545468091965,3.24999976158142,3.24999976158142,2.20000004768372,2.20000004768372,0
"15","Afghanistan",1,700,4,1986,0,NA,NA,0.264271467924118,"Other",99,"occupation",20,0,0,0,0,0,0,0,0,0,0,1,1,1919,2010,NA,NA,"Military","Military","civil war","19",3,3,4,4,26,26,11,11,0.307692319154739,0.307692319154739,0.454545468091965,0.454545468091965,3.24999976158142,3.24999976158142,2.20000004768372,2.20000004768372,1
"16","Afghanistan",1,700,4,1987,0,NA,NA,0.264271467924118,"Other",99,"occupation",20,0,0,0,0,0,0,0,0,0,0,1,1,1919,2010,NA,NA,"Military","Military","civil war","19",3,3,4,4,26,26,11,11,0.307692319154739,0.307692319154739,0.454545468091965,0.454545468091965,3.24999976158142,3.24999976158142,2.20000004768372,2.20000004768372,2
"17","Afghanistan",1,700,4,1988,1.66666662693024,NA,NA,1.92867958545685,"Other",99,"occupation",20,0,0,0,0,0,0,0,0,0,0,0.239130437374115,0.239130437374115,1919,2010,NA,NA,"Military","Military","civil war","19",3,3,4,4,26,26,11,11,0.307692319154739,0.307692319154739,0.454545468091965,0.454545468091965,3.24999976158142,3.24999976158142,2.20000004768372,2.20000004768372,0
"18","Afghanistan",1,700,4,1989,0,1,0.5,0.5,"Other",99,"occupation",20,0,0,0,0,0,0,0,0,0,0,0.239130437374115,0.239130437374115,1919,2010,NA,NA,"Military","Military","civil war","19",3,3,4,4,26,26,11,11,0.307692319154739,0.307692319154739,0.454545468091965,0.454545468091965,3.24999976158142,3.24999976158142,2.20000004768372,2.20000004768372,0
"19","Afghanistan",1,700,4,1990,0,1,0.5,0.5,"Other",99,"civil war",19,0,0,0,0,0,0,0,0,0,0,0.239130437374115,0.239130437374115,1919,2010,NA,NA,"Military","Military","occupation","20",3,3,5,5,26,26,6,6,0.307692319154739,0.307692319154739,0,0,3.24999976158142,3.24999976158142,6,6,0
"20","Afghanistan",1,700,4,1991,0,1,0.5,0.5,"Other",99,"civil war",19,0,0,0,0,0,0,0,0,0,0,0.239130437374115,0.239130437374115,1919,2010,NA,NA,"Military","Military","occupation","20",3,3,5,5,26,26,6,6,0.307692319154739,0.307692319154739,0,0,3.24999976158142,3.24999976158142,6,6,0
"21","Afghanistan",1,700,4,1992,1.66666662693024,5,3.33333325386047,3.33333325386047,"Other",99,"civil war",19,0,0,0,0,0,0,0,0,0,0,0.60098522901535,0.60098522901535,1919,2010,NA,NA,"Military","Military","occupation","20",3,3,5,5,26,26,6,6,0.307692319154739,0.307692319154739,0,0,3.24999976158142,3.24999976158142,6,6,0
"22","Afghanistan",1,700,4,1993,0,5,2.5,2.5,"Other",99,"civil war",19,0,0,0,0,0,0,0,0,0,0,0.60098522901535,0.60098522901535,1919,2010,NA,NA,"Military","Military","occupation","20",3,3,5,5,26,26,6,6,0.307692319154739,0.307692319154739,0,0,3.24999976158142,3.24999976158142,6,6,0
"23","Afghanistan",1,700,4,1994,0,5,2.5,2.5,"Other",99,"civil war",19,0,0,0,0,0,0,0,0,0,0,0.60098522901535,0.60098522901535,1919,2010,NA,NA,"Military","Military","occupation","20",3,3,5,5,26,26,6,6,0.307692319154739,0.307692319154739,0,0,3.24999976158142,3.24999976158142,6,6,0
"24","Afghanistan",1,700,4,1995,0,5,2.5,2.5,"Other",99,"civil war",19,0,0,0,0,0,0,0,0,0,0,0.60098522901535,0.60098522901535,1919,2010,NA,NA,"Military","Military","occupation","20",3,3,5,5,26,26,6,6,0.307692319154739,0.307692319154739,0,0,3.24999976158142,3.24999976158142,6,6,0
"25","Afghanistan",1,700,4,1996,0,1.5,0.75,0.75,"Other",99,"theocracy",21,0,0,0,0,0,0,0,0,0,0,NA,NA,1919,2010,NA,NA,"Military","Military","civil war","19",3,3,6,6,26,26,5,5,0.307692319154739,0.307692319154739,0.200000002980232,0.200000002980232,3.24999976158142,3.24999976158142,5,5,1
"26","Afghanistan",1,700,4,1997,0,1.5,0.75,0.75,"Other",99,"theocracy",21,0,0,0,0,0,0,0,0,0,0,NA,NA,1919,2010,NA,NA,"Military","Military","civil war","19",3,3,6,6,26,26,5,5,0.307692319154739,0.307692319154739,0.200000002980232,0.200000002980232,3.24999976158142,3.24999976158142,5,5,0
"27","Afghanistan",1,700,4,1998,0,1.5,0.75,0.75,"Other",99,"theocracy",21,0,0,0,0,0,0,0,0,0,0,NA,NA,1919,2010,NA,NA,"Military","Military","civil war","19",3,3,6,6,26,26,5,5,0.307692319154739,0.307692319154739,0.200000002980232,0.200000002980232,3.24999976158142,3.24999976158142,5,5,0
"28","Afghanistan",1,700,4,1999,0,1.5,0.75,0.75,"Other",99,"theocracy",21,0,0,0,0,0,0,0,0,0,0,NA,NA,1919,2010,NA,NA,"Military","Military","civil war","19",3,3,6,6,26,26,5,5,0.307692319154739,0.307692319154739,0.200000002980232,0.200000002980232,3.24999976158142,3.24999976158142,5,5,0
"29","Afghanistan",1,700,4,2000,0,1.5,0.75,0.75,"Other",99,"theocracy",21,0,0,0,0,0,0,0,0,0,0,NA,NA,1919,2010,NA,NA,"Military","Military","civil war","19",3,3,6,6,26,26,5,5,0.307692319154739,0.307692319154739,0.200000002980232,0.200000002980232,3.24999976158142,3.24999976158142,5,5,0
"30","Afghanistan",1,700,4,2001,0,NA,NA,0.264271467924118,"Other",99,"occupation",20,0,0,0,0,0,0,0,0,0,0,NA,NA,1919,2010,NA,NA,"Military","Military","theocracy","21",3,3,7,7,26,26,3,3,0.307692319154739,0.307692319154739,0.333333343267441,0.333333343267441,3.24999976158142,3.24999976158142,3,3,1
"31","Afghanistan",1,700,4,2002,1.66666662693024,NA,NA,1.92867958545685,"Other",99,"occupation",20,0,0,0,0,0,0,0,0,0,0,NA,NA,1919,2010,NA,NA,"Military","Military","theocracy","21",3,3,7,7,26,26,3,3,0.307692319154739,0.307692319154739,0.333333343267441,0.333333343267441,3.24999976158142,3.24999976158142,3,3,0
"32","Afghanistan",1,700,4,2003,1.66666662693024,NA,NA,1.92867958545685,"Other",99,"occupation",20,0,0,0,0,0,0,0,0,0,0,NA,NA,1919,2010,NA,NA,"Military","Military","theocracy","21",3,3,7,7,26,26,3,3,0.307692319154739,0.307692319154739,0.333333343267441,0.333333343267441,3.24999976158142,3.24999976158142,3,3,0
"33","Afghanistan",1,700,4,2004,2.5,NA,NA,2.76088380813599,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,NA,NA,1919,2010,NA,NA,"Other","Other","occupation","20",4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,0
"34","Afghanistan",1,700,4,2005,3.33333325386047,NA,NA,3.59308791160583,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,NA,NA,1919,2010,NA,NA,"Other","Other","occupation","20",4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,0
"35","Afghanistan",1,700,4,2006,3.33333325386047,NA,NA,3.59308791160583,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,NA,NA,1919,2010,NA,NA,"Other","Other","occupation","20",4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,0
"36","Afghanistan",1,700,4,2007,3.33333325386047,NA,NA,3.59308791160583,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,NA,NA,1919,2010,NA,NA,"Other","Other","occupation","20",4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,0
"37","Afghanistan",1,700,4,2008,2.5,NA,NA,2.76088380813599,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,NA,NA,1919,2010,NA,NA,"Other","Other","occupation","20",4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,0
"38","Afghanistan",1,700,4,2009,1.66666662693024,NA,NA,1.92867958545685,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,NA,NA,1919,2010,NA,NA,"Other","Other","occupation","20",4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,0
"39","Afghanistan",1,700,4,2010,1.66666662693024,NA,NA,1.92867958545685,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,NA,NA,1919,2010,NA,NA,"Other","Other","occupation","20",4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,0
"40","Afghanistan",1,700,4,2011,1.66666662693024,NA,NA,2.01888084411621,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,"Other","Other","occupation","20",4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,NA
"41","Afghanistan",1,700,4,2012,1.66666662693024,NA,NA,2.01888084411621,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,"Other","Other","occupation","20",4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,NA
"42","Afghanistan",1,700,4,2013,1.66666662693024,NA,NA,2.01888084411621,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,"Other","Other","occupation","20",4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,NA
"43","Afghanistan",1,700,4,2014,1.66666662693024,4.5,3.08333325386047,3.08333325386047,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,"Other","Other","occupation","20",4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,NA
"44","Albania",3,339,8,1972,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,NA,0,1912,2005,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"45","Albania",3,339,8,1973,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,NA,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"46","Albania",3,339,8,1974,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"47","Albania",3,339,8,1975,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"48","Albania",3,339,8,1976,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"49","Albania",3,339,8,1977,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"50","Albania",3,339,8,1978,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"51","Albania",3,339,8,1979,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"52","Albania",3,339,8,1980,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"53","Albania",3,339,8,1981,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"54","Albania",3,339,8,1982,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"55","Albania",3,339,8,1983,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"56","Albania",3,339,8,1984,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"57","Albania",3,339,8,1985,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,1
"58","Albania",3,339,8,1986,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"59","Albania",3,339,8,1987,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"60","Albania",3,339,8,1988,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"61","Albania",3,339,8,1989,0,0.5,0.25,0.25,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"62","Albania",3,339,8,1990,0.833333313465118,5.5,3.16666674613953,3.16666674613953,"One-party",3,"one-party",8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,"One-party",NA,"one-party",NA,1,1,1,1,31,31,31,31,0.0526315793395042,0.0526315793395042,0.0526315793395042,0.0526315793395042,19,19,19,19,0
"63","Albania",3,339,8,1991,5,5.5,5.25,5.25,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,0.691358029842377,0.691358029842377,1912,2010,NA,NA,"One-party","One-party","one-party","8",2,2,2,2,2,11,2,11,1,0.454545468091965,1,0.454545468091965,1,2.20000004768372,1,2.20000004768372,1
"64","Albania",3,339,8,1992,5.83333301544189,7.5,6.66666650772095,6.66666650772095,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,0.657142877578735,0.657142877578735,1912,2010,NA,NA,"One-party","One-party","one-party","8",2,2,2,2,2,11,2,11,1,0.454545468091965,1,0.454545468091965,1,2.20000004768372,1,2.20000004768372,1
"65","Albania",3,339,8,1993,6.66666650772095,7.5,7.08333301544189,7.08333301544189,"Democracy",4,"democracy",1,0,0,0,0,0,1,0,0,0,0,0.657142877578735,0.657142877578735,1912,2010,NA,NA,"Multi-party","One-party","limited multiparty","8",3,2,3,2,1,11,1,11,0,0.454545468091965,0,0.454545468091965,1,2.20000004768372,1,2.20000004768372,0
"66","Albania",3,339,8,1994,5.83333301544189,7.5,6.66666650772095,6.66666650772095,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,0.657142877578735,0.657142877578735,1912,2010,NA,NA,"Democracy","One-party","democracy","8",4,2,4,2,8,11,8,11,0.375,0.454545468091965,0.375,0.454545468091965,2.66666674613953,2.20000004768372,2.66666674613953,2.20000004768372,0
"67","Albania",3,339,8,1995,5.83333301544189,7.5,6.66666650772095,6.66666650772095,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,0.657142877578735,0.657142877578735,1912,2010,NA,NA,"Democracy","One-party","democracy","8",4,2,4,2,8,11,8,11,0.375,0.454545468091965,0.375,0.454545468091965,2.66666674613953,2.20000004768372,2.66666674613953,2.20000004768372,0
"68","Albania",3,339,8,1996,5,5,5,5,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,0.871428549289703,0.871428549289703,1912,2010,NA,NA,"Democracy","One-party","democracy","8",4,2,4,2,8,11,8,11,0.375,0.454545468091965,0.375,0.454545468091965,2.66666674613953,2.20000004768372,2.66666674613953,2.20000004768372,0
"69","Albania",3,339,8,1997,5,7.5,6.25,6.25,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,0.660130739212036,0.660130739212036,1912,2010,NA,NA,"Democracy","One-party","democracy","8",4,2,4,2,8,11,8,11,0.375,0.454545468091965,0.375,0.454545468091965,2.66666674613953,2.20000004768372,2.66666674613953,2.20000004768372,1
"70","Albania",3,339,8,1998,4.16666650772095,7.5,5.83333301544189,5.83333301544189,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,0.660130739212036,0.660130739212036,1912,2010,NA,NA,"Democracy","One-party","democracy","8",4,2,4,2,8,11,8,11,0.375,0.454545468091965,0.375,0.454545468091965,2.66666674613953,2.20000004768372,2.66666674613953,2.20000004768372,1
"71","Albania",3,339,8,1999,4.16666650772095,7.5,5.83333301544189,5.83333301544189,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,0.660130739212036,0.660130739212036,1912,2010,NA,NA,"Democracy","One-party","democracy","8",4,2,4,2,8,11,8,11,0.375,0.454545468091965,0.375,0.454545468091965,2.66666674613953,2.20000004768372,2.66666674613953,2.20000004768372,1
"72","Albania",3,339,8,2000,4.16666650772095,7.5,5.83333301544189,5.83333301544189,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,0.660130739212036,0.660130739212036,1912,2010,NA,NA,"Democracy","One-party","democracy","8",4,2,4,2,8,11,8,11,0.375,0.454545468091965,0.375,0.454545468091965,2.66666674613953,2.20000004768372,2.66666674613953,2.20000004768372,0
"73","Albania",3,339,8,2001,5.83333301544189,7.5,6.66666650772095,6.66666650772095,"Multi-party",4,"limited multiparty",1,0,0,0,0,1,1,0,0,0,0,0.52142858505249,0.52142858505249,1912,2010,NA,NA,"Democracy","One-party","democracy","8",4,2,4,2,8,11,8,11,0.375,0.454545468091965,0.375,0.454545468091965,2.66666674613953,2.20000004768372,2.66666674613953,2.20000004768372,0
"74","Albania",3,339,8,2002,6.66666650772095,8.5,7.58333301544189,7.58333301544189,"Democracy",100,"democracy",100,0,0,0,0,0,0,0,0,0,0,0.52142858505249,0.52142858505249,1912,2010,NA,NA,"Multi-party","Multi-party","limited multiparty","1",5,3,5,3,13,13,13,13,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,3.33333325386047,3.33333325386047,3.33333325386047,3.33333325386047,1
"75","Albania",3,339,8,2003,6.66666650772095,8.5,7.58333301544189,7.58333301544189,"Democracy",100,"democracy",100,0,0,0,0,0,0,0,0,0,0,0.52142858505249,0.52142858505249,1912,2010,NA,NA,"Multi-party","Multi-party","limited multiparty","1",5,3,5,3,13,13,13,13,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,3.33333325386047,3.33333325386047,3.33333325386047,3.33333325386047,0
"76","Albania",3,339,8,2004,6.66666650772095,8.5,7.58333301544189,7.58333301544189,"Democracy",100,"democracy",100,0,0,0,0,0,0,0,0,0,0,0.52142858505249,0.52142858505249,1912,2010,NA,NA,"Multi-party","Multi-party","limited multiparty","1",5,3,5,3,13,13,13,13,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,3.33333325386047,3.33333325386047,3.33333325386047,3.33333325386047,0
"77","Albania",3,339,8,2005,6.66666650772095,9.5,8.08333301544189,8.08333301544189,"Democracy",100,"democracy",100,0,0,0,0,0,0,0,0,0,0,0.400000005960464,0.400000005960464,1912,2010,NA,NA,"Multi-party","Multi-party","limited multiparty","1",5,3,5,3,13,13,13,13,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,3.33333325386047,3.33333325386047,3.33333325386047,3.33333325386047,1
"78","Albania",3,339,8,2006,6.66666650772095,9.5,8.08333301544189,8.08333301544189,"Democracy",100,"democracy",100,0,0,0,0,0,0,0,0,0,0,0.400000005960464,0.400000005960464,1912,2010,NA,NA,"Multi-party","Multi-party","limited multiparty","1",5,3,5,3,13,13,13,13,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,3.33333325386047,3.33333325386047,3.33333325386047,3.33333325386047,0
"79","Albania",3,339,8,2007,6.66666650772095,9.5,8.08333301544189,8.08333301544189,"Democracy",100,"democracy",100,0,0,0,0,0,0,0,0,0,0,0.400000005960464,0.400000005960464,1912,2010,NA,NA,"Multi-party","Multi-party","limited multiparty","1",5,3,5,3,13,13,13,13,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,3.33333325386047,3.33333325386047,3.33333325386047,3.33333325386047,0
